data/customer_id,data/helpful_votes,data/marketplace,data/product_category,data/product_id,data/product_parent,data/product_title,data/review_body,data/review_date,data/review_headline,data/review_id,data/star_rating,data/total_votes,data/verified_purchase,data/vine
b'21233741',1,b'US',b'Shoes',b'B00F0BNU56',b'302502180',b'Birkenstock womens Sofia from Birko-Flor Sandals',"b""There is some breaking in time if you have plantar fasciitis. I believe these are training my feet to be stronger. Cutest Birkin's I've found.""",b'2014-12-13',b'There is some breaking in time if you have plantar ...',b'R1K8YJITNG2JY0',5,1,0,1
b'35152720',1,b'US',b'Shoes',b'B004TX6NFA',b'526737122',b'Multiple Compartment Rockstud Crossbody',"b'I previously gave a glowing review of this bag, but I must rescind it, now.  The bag is beautiful as ART, but as a purse it doesnt work. Within the first day of use the adornments began falling off.  It was very disappointing. Nice to look at, but not practical as a handbag.'",b'2011-07-21',"b""Doesn't hold up""",b'R38B9FHPIALK5N',2,2,0,1
b'1122539',0,b'US',b'Shoes',b'B00MPBEIXM',b'613969763',"b""Generic Fashion Women's Hobo Bag PU Leather Handbag Shoulder Bag (Blue)""",b'Zipper comes track during closing',b'2015-04-29',b'Four Stars',b'R16DPMF0ITRJ6T',4,0,0,1
b'33008574',1,b'US',b'Shoes',b'B008A6CD24',b'585082337',"b""PUMA Women's Kamila Shoe""","b'cute design, comfortable, light weight,  fits like I expected, which is a little smaller than regular shoes, would recommend to a friend'",b'2013-11-21',b'tennis shoes',b'R1OYGGKLBT2FVC',5,1,0,1
b'13718975',0,b'US',b'Shoes',b'B0077G2J2M',b'894156418',b'Red Wing Buffing Brush 95164',"b'When I went looking for one of these I had decided to buy a cheaper brush, but I\xe2\x80\x99m happy I spent the extra dollars.  I think the fact it was natural horse hair, and has a wood back decided me.<br />I love buying products made from natural materials whenever I can.<br />Oh, and it brushes. Nice item.'",b'2014-11-19',b'I agree this is an excelent product.',b'R19XDM1CHVXINC',5,1,0,1
b'12078276',0,b'US',b'Shoes',b'B0058RHH10',b'836482908',"b""Clarks Women's Motion Oxford""","b""I'm a nurse and find these to be some of the most comfortable white shoes yet. Wish that I could still get them in other colors. True to size.""",b'2014-02-23',b'Absolutely great',b'R3KX209F0P2K64',5,0,0,1
b'7414468',0,b'US',b'Shoes',b'B008VWXOIO',b'99414134',"b""New Balance Men's MB2000 TPU Molded Mid-Cut Cleat""",b'Perfecto',b'2014-04-24',b'Five Stars',b'RKTJYLSPYT2AZ',5,0,0,1
b'3902596',1,b'US',b'Shoes',b'B0063HS9SY',b'898849266',"b""Doggers, Women's Clogs, Navy Blue, Size 5/6""",b'Love em',b'2014-08-12',b'Four Stars',b'R3A71FHUVWRM1R',4,1,0,1
b'11985237',1,b'US',b'Shoes',b'B0091HJFRM',b'374586300',"b""Timberland PRO Men's 89661 Work Boot""","b'Excellent!!! I am very satisfied with the purchase. The boot is simply excellent! Sturdy, comfortable and with good thermal insulation. I made an excellent purchase.'",b'2014-06-06',b'Excellent',b'R2TNF443DFPHRC',5,1,0,1
b'25694315',0,b'US',b'Shoes',b'B00JV1EHF8',b'545940840',b'Night Driving Riding Padded Motorcycle Glasses 011 Black Frame with Yellow Lenses',b'Nice style!',b'2015-06-28',b'Got to wear them.',b'R20HGCA9B684BB',5,1,0,1
b'34306076',0,b'US',b'Shoes',b'B00SX5B27Y',b'395993952',"b""Tretorn Women's Wings Rain Boot""",b'I am planning to wear these only when I have to walk my dogs outside in the rain. They are a little tighter then I want so I do not plan on wearing them for a long period of time.',b'2015-08-09',b'okay',b'RF8Z8RY2LCY93',3,1,0,1
b'11558347',0,b'US',b'Shoes',b'B00BMTEVC6',b'487054132',"b""EVE Women's Rhinestone Embellished Wedge Flip Flop (1276) Black 7 M US""",b'Suggest getting a size larger than what you wear.',b'2015-08-11',b'Three Stars',b'R3S3TKTRNCLMOV',3,0,0,1
b'2625973',0,b'US',b'Shoes',b'B00IMGO97Y',b'50106005',"b""DOOBALLO Women's ballet Flat Elise""","b""The Dooballo women's ballet flats was okay they was a little bit to small I will keep them anyway. I need a12ww""",b'2014-04-17',"b""Dooballo Women's ballet flats""",b'R3U7RKYBAVJUSJ',3,0,0,1
b'45387589',1,b'US',b'Shoes',b'B008KKCNHU',b'300108463',b'Stride Rite Disney Crown Sandal (Toddler/Little Kid/Big kid) Sneaker (Toddler/Little Kid/Big kid)',"b'We are wearing 8 or 8.5 in most shoes and these 8.5s were HUGE!<br />Otherwise, totally cute. Wish we could have kept them.'",b'2013-06-10',b'Runs Large!',b'R2NQAIOB8350OM',3,1,0,1
b'10128462',0,b'US',b'Shoes',b'B00AONWM54',b'538539864',"b""PUMA Men's Drift Cat 5 Suede Sneaker""","b'They fit me fine, but in every other shoe brand I wear an 11 or 10.5. When getting pumas, order a size up'",b'2013-12-19',b'Runs small',b'R15J5PCPQU0LQ4',4,0,0,1
b'45074362',0,b'US',b'Shoes',b'B00B8IUN8W',b'229482939',"b""Fila Men's Memory Workshift Slip Resistant Work Shoe""","b""comfortable cheap sneaker the only thing i didn't like is that the insoles are crap but i use inserts so i can over look it""",b'2013-09-13',b'Good and Cheap',b'R2EJ78I2R745EH',5,0,0,1
b'47031713',1,b'US',b'Shoes',b'B00GBHQV1S',b'379701007',b'Marc by Marc Jacobs Canvas Tote Magenta',"b""The bag is not as classy as expected. The plastic sheet pocket in front with the faint brand name wording looks quite fake. I thought it was a replica if not for the nice buttons. There is no pocket inside and the bag looks bigger than in the picture. Handles are quite stiff and the material feels like hard plastic. Overall the bag feels and looks like a fake and I'm disappointed.""",b'2014-07-21',b'Disappointed',b'R1WVJGAAI2ZNKM',1,1,1,1
b'17627981',0,b'US',b'Shoes',b'B006W2AUCS',b'705580919',b'zeroUV - Vintage Inspired Mod Womens Fashion Rhinestone Cat Eye Sunglasses',b'Goes well with my 60 outfit!  Love it!',b'2015-07-20',b'Love it!',b'R3M3Z37HBOGOQI',5,0,0,1
b'246424',0,b'US',b'Shoes',b'B00VKTD2MS',b'899927983',"b""DREAM PAIRS Women's ELSA Stiletto Heel Platform Pumps""","b'I had ordered a size 11 and I got a size 10. It was so disappointing. I live in Jamaica so u can imagine how I feel when I too a flight just to collect the shoes I had ordered and the size was incorrect, and I was going back home the following day.'",b'2015-07-07',b'I had ordered a size 11 and I got a ...',b'RDC3MLOR1WIQ8',1,1,0,1
b'47071376',0,b'US',b'Shoes',b'B00FQ3E534',b'695231604',b'Vera Bradley Checkbook Cover in Midnight Blues',b'I needed a new one and decided to splurge. I love the colors and the flower print. I am well pleased.',b'2015-07-11',b'It is beautiful',b'RXUF4QYOEI8P8',5,0,0,1
b'43477968',0,b'US',b'Shoes',b'B0013ABIRU',b'180872099',"b""Columbia Men's Coremic Ridge Boot""",b'a litle heavy',b'2009-05-22',b'Three Stars',b'R3T9S0WF9Q58FI',3,0,0,1
b'17018970',0,b'US',b'Shoes',b'B00AZOS990',b'587839754',"b""Women's Clarks, Ashland Twist Slip on Shoes""",b'Roomie in the toe compared to many shoes. My feet are a 9 1/2 or 10 depending upon the shoe. A 9 1/2 in a Clarks shoe fits me well.',b'2015-01-31',b'Roomie in the toe compared to many shoes. My ...',b'RYJ48W5EPYAYY',5,0,0,1
b'30498563',0,b'US',b'Shoes',b'B00IWWCD94',b'950533745',b'Mojo Cherry Blossom Backpack',"b""I got this at staples for 30 bucks and bought 2 of them the color is so great and when under a black light the picture changed color it's a great bag and this is my 4th back pack from them I own.""",b'2014-08-15',b'Love this bag I bought two of them',b'R3LNQRZ4X180VB',5,0,1,1
b'14039563',8,b'US',b'Shoes',b'B00BEYR3MY',b'605963290',"b""Vivobarefoot Women's Mia Boot""",b'My feet love these shoes.  They are so much cuter on with a pair jeans than what I imagined from looking at the photo.  I even got a few compliments on them.  I live in a snowy place and these are ok in a few inches of snow and great on slippery surfaces.  My feet are SO VERY happy in these.  I was dreading wearing dansko clogs again this winter after a long summer of wearing barefoot shoes and other minimal soles.  My feet are so much stronger now than they were and these will help them stay that way.',b'2013-11-29',b'Great shoes!',b'RM7BL3OYS1VP0',5,8,0,1
b'49230061',0,b'US',b'Shoes',b'B00375MFO4',b'450459916',"b""Sanuk Men's Chiba Sidewalk Surfer Shoe""",b'Love',b'2014-09-06',b'Five Stars',b'R7QY0U4A7GN8S',5,0,1,1
b'36041552',1,b'US',b'Shoes',b'B00LZXJBNS',b'876256426',"b""Ahnu Women's Alta Wedge Sandal""","b'Cute, but a little wide; my toes slide toward the front of the shoe. Hate the metatarsal arch; makes my feet ache.<br /><br />I normally wear a 6, and had ordered the Ahnu &#34;trolley&#34; sandal in a 6, but the straps were way too big around the ankle so ordered in a 5.5, which was fine in length and width but way too tight through the straps. I think this brand has some quality control issues. Ran into similar sizing issues with Ecco and Naot.'",b'2015-08-04',"b'Cute, but a little wide'",b'R2O78FDJ8WJ469',3,1,0,1
b'33555135',0,b'US',b'Shoes',b'B004WN5D7G',b'347443490',"b""Vionic Women's Walker Classic Shoes""","b""After suffering for over a year with excruciating pain, I found this shoe. I am still amazed at how well it works for me. I have severe plantar fasciitis- and I have tried everything but surgery. I've tried different orthotics to no avail. This shoe is like magic!!! I haven't walked without even a slight limp in so long! Best money I have EVER spent on a shoe! I had read all the reviews and was desperate enough to shell out 100 clams anyway. Don't know why they hurt other people but these shoes are heaven sent for me.<br />My foot pain was ruining my career and my personal life. My first day wearing them relieved my pain by about 60% and the next day by about 95%. Today is day 5 and my pain is 100% gone with the shoes on. I was in so much pain before! Day and night, felt like there was no hope left in life. THAT kind of pain! lol!!<br />I'm going to invest in a second pair ASAP just in case. Thanks to Orthaheel for making an awesome product!!""",b'2014-04-25',b'This shoe saved my life',b'R3VWZ7H4JEYXR9',5,0,0,1
b'27643401',4,b'US',b'Shoes',b'B00JEPO080',b'218668930',b'Toddler3 to Youth3 Ballet Flat Girl Shoe with Ribbon Tie in Pink Ivory White Black Gold Silver',b'My granddaughter wore these in a wedding.  They were adorable for a flower girl!!  The leather was very soft and expensive looking. We Love the shoe!.',b'2014-06-01',"b""Girl's ballet flat shoes with ribbon ties""",b'RLC6XIRF208PU',5,5,0,1
b'18662867',0,b'US',b'Shoes',b'B002KKCZS8',b'672946593',"b""Teva Men's Katavi Slide Outdoor Sandal, Bungee Cord, 9 US""","b'Great for shorter walks, but starts to rub raw on longer ones.'",b'2015-01-19',b'Five Stars',b'RFC7IMTJRTMW0',5,0,0,1
b'14647457',0,b'US',b'Shoes',b'B00HNN57ZU',b'866327560',"b""Reebok Men's Classic Sport Classic Sneaker""",b'Good looking shoe but no arch support.',b'2015-08-28',b'Three Stars',b'R34DKB7RAL1F9B',3,0,0,1
b'53093509',0,b'US',b'Shoes',b'B000VX584E',b'798529',"b""Timberland White Ledge Men's Waterproof Boot""","b'Every year I go to Acadia National Park in Maine.  This year, six hours into an eight hour drive, I remembered that I had forgotten to pack my hiking boots.  When I arrived I checked out an LL Bean outlet, they had nothing I wanted. I went to a discount store and tried on three pairs of boots. Fortunately for me, they had one pair of Timberland White Ledge boots and they were my size and width. They fit great the moment I tried them on. These are the most comfortable pair of hiking boots that I have ever worn. Not only that, but they have decent traction, offer good support, look great, and appear to be well made. I consider myself fortunate to have left my old worn out boots at home this year.'",b'2012-09-30',b'Fortuitous purchase',b'RKMNE24R4KAVK',5,0,1,1
b'35132246',0,b'US',b'Shoes',b'B006OW4A36',b'644729610',"b""New Balance Women's WT610v2 Trail Running Shoe""","b""Been wearing new balance shoes for years.  I had last years version of these shoes and loved them. I use them to walk paved and unpaved trails, as well as some hiking. Great lightweight and breathable shoes.  Something is just not right about the pair I ordered this time. They seem tight. I usually am a 9 and I am thinking I needed a 9.5.  I also usually order a wide width in these, but the wide width doesn't seem any wider this time. I'm confused and will be contacting New Balance to see what's up.""",b'2012-11-27',"b'Usually a good fit, but not this time...'",b'R3G7HP13G7TAR8',3,0,0,1
b'45688394',0,b'US',b'Shoes',b'B008OH5HEU',b'532091355',"b""Nine West Women's Shockmode Wedge Pump""","b""Very cute shoe and super comfy. I just wish it didn't have the gold stripe because I wear mostly silver.""",b'2013-05-10',b'Cute Shoe',b'R3D9QS1E2N3VKP',4,0,0,1
b'52908785',0,b'US',b'Shoes',b'B002HMD7OK',b'178268983',b'Clarks Womens SUNBEAT Sandal',"b'My husband bought these sandals for me. My feet are terribly narrow, in places, and these shoes are so adjustable, with three straps, that they fit perfectly. My instep is always a problem, but not with these adjustable shoes, And they are comfortable!'",b'2014-06-23',b'Adjusts great for a long skinny foot',b'R2LWN95EF0A3J6',5,0,0,1
b'2733049',0,b'US',b'Shoes',b'B00M9PSJCA',b'207773246',"b""Toms Women's Earthwise Classic Peridot/Earthwise Casual Shoe 8.5 Women US""",b'Love my Christmas present from my hubby!',b'2015-01-05',b'Oh yes!!!!',b'R35OUN0UY0CBCV',5,0,0,1
b'35718353',3,b'US',b'Shoes',b'B00FQHFE94',b'762118478',b'kate spade new york Carroll Park Penelope Shoulder Handbag',"b""I purchased this bag in the &#34;Ostrich Egg&#34; and &#34;Surprise Coral&#34; color. The Ostrich Egg is a subdued light beige color while the Surprise Coral is IN YOUR FACE neon pink. It is definitely brighter than pictured. The bag is a structured leather and has a bit of heft to it. With items inside, I imagine the bag to be uncomfortable to have on shoulders (with those thin shoulder straps). It is a cute bag when pictured on its own but looks more like an over-sized brick of a messenger bag if you are my height, standing tall at 5'3.<br /><br />Ordering from amazon was a breeze- it was my first time ordering handbags and I will definitely be doing it again. I was originally sent a wrong color and received 2 blinding neon pink bags but it was immediately corrected and I received the Ostrich Egg bag a short 2 days later. Thanks amazon for the quick shipping and ease of return! These bags would have worked out for me had they been a softer unstructured leather but the hard leather made it very boxy and uncomfortable to tote around.""",b'2014-07-31',b'Cute bag but very boxy',b'R1CWWQZT9ZCPQZ',3,4,0,1
b'15434145',0,b'US',b'Shoes',b'B000LRJF0I',b'238356063',b'Minnetonka Pile-Lined Slipper (Toddler/Little Kid/Big Kid)',"b'Sizes are not &#34;to size&#34;. My son wears a shoe size one with room. With these slippers, his toe was at the top. Had to return for a bigger size. Otherwise, they are great slippers.'",b'2013-12-02',b'Order one size up',b'RJLFE8J29PJK',2,0,0,1
b'22403437',0,b'US',b'Shoes',b'B00CWFN350',b'393414364',"b""Jessica Simpson Prettiest Women's Slippers, Black, Size 10.0""","b""No support and you can't replace the insoles.  They're cute though and they keep my feet warm. There is rubber on the bottom so I can take my dog outside in them.""",b'2014-12-20',b'Could provide better support',b'R3OKD5HLKVS45T',3,0,0,1
b'464720',0,b'US',b'Shoes',b'B00DIIBEX8',b'327400843',"b""Women's Studded Faux Leather Casual Lace Up Sneaker Emerald Green Color Shoes, Green PU, 5.5""",b'It ws gud and it ws exactly as picture',b'2015-04-24',b'Four Stars',b'R1N0D53UU0T4VM',4,0,0,1
b'46783078',1,b'US',b'Shoes',b'B00EHHLC2W',b'593675371',"b""Timberland Pro Women's Renova Water Lilies Clog""","b'Very nice shoe at a remarkable price. Wish both shoes matched in design(just me, I like things to match) but do like the colors.'",b'2015-01-16',b'Very nice shoe at a remarkable price',b'R21WBY327DL753',4,1,1,1
b'43517778',2,b'US',b'Shoes',b'B00LLS9QKU',b'341475158',"b""adidas Performance Women's Anyanda Flex Slide W Athletic Sandal""","b""These are pretty much what I expected.  I bought them to be worn as summer house shoes.  Fairly comfortable with two exceptions.  It's cushiony enough but the pattern causes an odd groove that sort of pinches my heel.  The top is a tad too firm and and the top of my feet were sore the first several times I wore them.""",b'2015-08-10',b'Limited use',b'R1FBVGB559CZCH',3,2,0,1
b'15999006',0,b'US',b'Shoes',b'B00265KVYM',b'316951066',b'Ray-Ban RB3025 Aviator Sunglasses',"b'They are exactly what I was hoping for in color, style and fit.  After reading the reviews. I felt comfortable that I knew what to expect and I was not disappointed.  I would purchase from this seller again.'",b'2013-05-18',b'Love my Ray Bans!',b'R17W3DW1PAUM8V',5,0,0,1
b'34389914',0,b'US',b'Shoes',b'B00AO41IC6',b'535139682',b'Sorel Flurry TP Winter Boot (Toddler/Little Kid/Big Kid)',"b'My son is 7 and size 1 is the right size for him! These boots are warm, easy to put on and off.'",b'2013-12-06',b'Perfect boots for the snowy weather',b'R1IG2FAIQZP0AM',5,0,0,1
b'17624991',2,b'US',b'Shoes',b'B004UI9H84',b'385893912',b'Cycling Triathlon Running Clothing Xloop Sunglasses 4651',"b""As a long-time cyclist and someone who knows a thing or two about sunglasses (my family has been in the premium eyeglass business for over 10 years, brands including Prada, Gucci, Fendi, Versace, etc...) so I know a lot about the quality of the frames, lenses and so on.<br /><br />I purchased these glasses for cycling, to own a lightweight pair of shades with decent lenses, that I could afford to lose.<br /><br />The overall quality is not bad. The frames are plastic and contain rubber padded inserts (which are glued on the interior) to hold them snugly in-place. The frame arms are a bit smaller than I would like, but they reach about one inch past my ears, which is enough.<br />The lenses are smaller than I had expected. In the pictures, they seem to resemble the typical, large Oakley lenses, however they are much smaller than that. They feel a little closer to children's size than to adult. The lenses are also fairly dark, so don't expect to leave them on when it's not super bright out, or if you are heading indoors.<br /><br />Pros:<br />-Inexpensive enough to lose<br />-Lightweight<br />-Dark lenses<br /><br />Cons:<br />-Size is a bit smaller than expected<br />-Cheap-feeling materials (lenses are OK)<br />-Dark lenses""",b'2013-12-13',"b""Great for cycling in very bright weather and you CAN afford to lose 'em!""",b'RNW5HMGLHYXJS',4,2,0,1
b'2285741',2,b'US',b'Shoes',b'B00EMB7LY6',b'958098195',"b""Vince Camuto Women's Noris Dress Sandal""","b'Perfect fit, height and colour.Love the soft leather so comfy, Extremely  pleased with express post from the USA. Arrived  2 days pior to expected arrival date.Very,very happy.'",b'2014-08-21',b'Absolutlely beautiful.',b'R2VV308VSUPP98',5,2,0,1
b'2419995',0,b'US',b'Shoes',b'B00FR8R0TO',b'327467576',"b""DC Skateboarding Council Signature Skate Shoe - Men's""","b'The shoes look just decent enough, and fit my feet pretty well. I have to say the shipping is so slow...but the rest is good.'",b'2014-04-08',"b'Good design, nice fit'",b'R3E8I5GTM84IHL',4,0,0,1
b'47904809',0,b'US',b'Shoes',b'B004WJDH5K',b'2106355',"b""New Balance Women's WX608V3 Cross-Training Shoe""","b""I have pain in my hip and no matter what shoes I wear the pain never decreases.  I have paid more than $500 in shoes to help with the pain but none were comfortable or helped.  Since wearing these shoes for just a few days the pain has decreased 75% or more.  I also have wide feet with a high arch.  These fit perfectly.  I don't even need to add an arch support insert.  Well worth the money.""",b'2014-09-15',b'perfect fit and feel',b'R34HEKQS05OZCJ',5,0,0,1
b'45364794',1,b'US',b'Shoes',b'B006VA2Y9S',b'206223458',"b""Crocs Kids' Crocband II.5 Clog""","b""My son wears a size 8 and these run a little big. I'd say this is more of an 8.5. But good quality as always and my son loves them.  Work well for a slow paced activity, would not recommend running around in them unless your child's foot fits just right.""",b'2014-05-15',b'Size is 8.5',b'R1L1CV102AO8SA',4,1,0,1
b'18855189',0,b'US',b'Shoes',b'B0089Y7YS0',b'426780003',"b""Sanuk Men's Baseline Waxed Loafer""",b'for europeans:  7 size is about 39 size. looks very good but it is too small.i do not know if it is worth buy or not.be or not to be you choose',b'2013-12-21',b'wayyyy tooo small',b'R3F1G4RI64KPLQ',1,0,0,1
b'10401628',0,b'US',b'Shoes',b'B00E0GIW4G',b'433333845',"b""KEEN Women's Naples II Sandal""",b'Great shoes !',b'2015-04-02',b'Five Stars',b'R3IO5UOEZMVMC7',5,0,0,1
b'14643265',0,b'US',b'Shoes',b'B00EV3QN3A',b'39485616',b'Nike Air Jordan 1 Retro High OG Mens Basketball Shoes 555088-017 Black 10.5 M US',b'Love them! Heat',b'2015-02-18',b'Five Stars',b'R2CNHJX6J27J7L',5,0,0,1
b'44388019',1,b'US',b'Shoes',b'B0042D7PP4',b'58844840',b'Bloch Dance Bunnyhop Ballet Slipper (Toddler/Little Kid)',"b""my daughter is a 9.5/10w toddler size and I got her an 11.5 wide...small thought it fits her. I'd say it is pretty close to go up a size or even 1.5 because there are bows on top you can use to tighten tip of shoe. These were smaller than the one I got on here by :<br />(Theatricals Child Economy Leather Full Sole Ballet Shoe,T1000C)-size 11wide and this style was larger at the smaller size. you can copy paste it. This order is pinker though, and similar quality. If the girl wants a pinker shoe...this is it just go up a size and tighten the strings so they grow in. It was less than an inch longer however both shoes are seriously narrow.""",b'2014-08-08',b'very pink wit toe ribbons',b'R3NDMML9LIV724',4,1,0,1
b'14445018',0,b'US',b'Shoes',b'B001U89BP6',b'387957914',"b""Pour La Victoire Women's Ida Wedge Ankle Boot""","b""I'm a 7~7.5, but there were only 8 left so I though a little roomy is always better. However, 8 feels like 8.5! Though my feet won't slip out of the shoe, it's just a little big for a long walk. But the good thing about this shoe is, for the women who always feel like they need more arch support, this will be it. It has a really high arch and I like it so much because it's less painful for me. Great style, works with a cute contempoary dress or skinny jeans/pants.""",b'2011-03-15',"b'good for higher arch, runs big though'",b'RWIZWSLUJON7Z',4,0,0,1
b'15471448',0,b'US',b'Shoes',b'B001ECNXMU',b'918560926',b'Bunny Slippers for Women',b'Love them!',b'2015-05-08',b'Four Stars',b'R28VDLLQ4LTXXR',4,0,0,1
b'49033023',0,b'US',b'Shoes',b'B00DZI0D1U',b'917737710',"b""REFRESH AMANY-01 Women's Cuban heel Ankle booties Oxfords""","b""I love this booties, very comfy, it's a dark black, very good deal!""",b'2014-07-10',b'Comfy',b'R3KFE7ZHY6UD4H',5,0,0,1
b'40173922',1,b'US',b'Shoes',b'B008232DA2',b'659104577',"b'Women Waterproof Rubber Rain Boots - Garden Collection (Checker Plaid,8)'",b'These boots are great quality and look really nice!',b'2014-10-20',b'Five Stars',b'R14SNIKLM3SD1R',5,1,0,1
b'25222254',0,b'US',b'Shoes',b'B00K1FA5E0',b'326113636',"b'Navy Blue Padlock Shoulder Tote Designer Handbag with PreciousBags Dust Bag (14"" x 12"")'","b'REALLY NICE BAG!  Constructed very nicely, sturdy and has alot of compartments.  the bag itself is NOT this dark.  It is a lighter blue than this.  I get so many complements when I carry it.  You will love it.'",b'2014-09-17',b'GREAT BAG -  GREAT PRICE',b'R2V7S5FVGTQS93',5,0,1,1
b'4086972',3,b'US',b'Shoes',b'B00EVGKDIS',b'466665081',b'Emazing Lights Flip Up Diffraction Prism Fireworks Rave Glasses',b'Emazing Lights makes great stuff and this is no exception... if your looking for cheap and good quality diffraction glasses you found them',b'2014-02-10',b'Great quality',b'R26YJWRZ4O0H1',5,5,0,1
b'35329716',0,b'US',b'Shoes',b'B008NA0K3G',b'514488303',b'Large Charm Hobo Handbag',b'Very soft and roomy.  Neveer thought they could make a bag big enough.  Love the feel of the bag.  Nicely made',b'2013-01-21',b'loving it',b'R37V5UOWESL5PG',5,0,0,1
b'7982006',1,b'US',b'Shoes',b'B002H9Y2HY',b'613634163',b'Womens Vistorian Boots Ivory White Mid Calf Boots Lace Shoes 2 1/2 Inch Heels',"b""It's a little bit large, but that's okay.""",b'2014-11-03',b'Good',b'R31J7P12J0FJ90',4,1,0,1
b'22248517',0,b'US',b'Shoes',b'B000EIMAOW',b'483887398',"b""Easy Spirit Women's Traveltime Mule""",b'For my mom.....really good product',b'2014-12-09',b'really good',b'RE6WAT27Y5BS8',5,0,0,1
b'26977701',0,b'US',b'Shoes',b'B00D1R1CDI',b'118554240',"b""Merrell Women's Encore Vellum Slip-On Shoe""",b'As always with Merrell shoes they are so comfortable and easy on and off. I normally wear 9.5 but they were too big. These are cut very large so went to a 9 and none too large.',b'2015-01-17',b'So comfortable',b'R1CV08XFBBOUF9',5,0,0,1
b'17048700',0,b'US',b'Shoes',b'B003QXMAGK',b'336105756',"b""Chinese Laundry Women's Kooper Platform Pump""","b""I bought these in 9.5 (my usual size) from the actual Chinese Laundry site because they had one in black left in stock. I plan on wearing them to work tomorrow so I'm not sure how they will hold up to 8 hours of movement in an office environment but we shall see. I usually have a problem with pumps sliding off the back of my heels no matter what heel backer I put in. No heel backer needed for these! Hopefully they are as comfy as they are cute. I did walk around in these in my apartment to test them out and my feet seemed happy.""",b'2014-11-05',b'I did walk around in these in my apartment to test them out and my feet seemed happy.',b'R3FN959F7D0TNH',5,0,1,1
b'15123090',0,b'US',b'Shoes',b'B00LBPQ390',b'291851140',b'Lodis Audrey Cassie Phone Wallet',"b'I have this phone wallet in three colors - light grey, black, and aubergine.  If more colors were available, I would buy them all.  It is very well made, very attractive and feminine.  Awesome colors, exceptional leather quality.'",b'2015-02-03',b'A Stand Out',b'R27DJ85KP266F6',5,0,0,1
b'10111261',0,b'US',b'Shoes',b'B00AECGJH2',b'248676015',"b""UGG Australia Women's Indah Casual Slip On""",b'Very Happy with the fit. Feels really good on the feet.The little bow in the back are the perfect little accent. :) I get so many compliments when I wear them.',b'2014-04-09',b'I love these flats!',b'R1D5L4L37QC7G6',5,0,0,1
b'10027324',0,b'US',b'Shoes',b'B001HN6S8C',b'127703076',"b""Madden Girl Women's Sanguine Boot""","b'Love, love, love. I have these same boots that I purchased a few years ago for double what amazon has them listed as. Because I have worn them almost every day, they were looking worn. I was super excited to find them here on amazon! Great boot!'",b'2014-02-28',b'Love!!',b'R2E49CH3W7AGC7',5,0,0,1
b'50838279',1,b'US',b'Shoes',b'B0058YDMFI',b'1927838',"b'Justin Boots Women\'s Gypsy Collection 12"" Soft Toe'","b""I wear steel toe boots everyday for work and these are quite comfortable. My last pair of boots were a 8W (I have wide feet), the pair before were an 8.5B.  I ended up buying the 8B of these and was pleasantly surprised they fit well. I did go to a local Justin distributer to try on boots, but they didn't carry any steel-toe, so I tried on some others to get a feel for Justin sizing--the 8.5 was way too big so I went with the 8B. I also checked the various sellers on Amazon that sold these boots and found one that had free shipping BOTH ways, just in case (paid $5 more for the boots, but well worth it). Glad I didn't need it.  These boots are: ASTM F2413-11 F/I/75 C/75 EH. All the references on line (including Justin's website) listed them with the previous ASTM reference and I couldn't find the other details anywere.  Only drawback I see is the bottoms are farily smooth. I have not had slipping problems yet, but I usually buy boots with more of a rugged bottom, so hopefully I still like them in a few months!  Update: I wear these everyday for work 8-10 hours a day. The soles have worn completely smooth and the heel is quite worn down in 18 months. My company only pays for boots every 24 months, so I won't be buying them again. Bummer because they are still quite comfortable but I need to be VERY careful in wet conditions.""",b'2014-05-06',"b'Good boot, fits well'",b'R3A2IHSVF93J6W',4,2,0,1
b'1215878',1,b'US',b'Shoes',b'B00HZNOLY6',b'559528902',b'UGG Australia Girls Classic Short Rainbow Boot',"b""I love my boots I was a little skeptical on buying but I'm glad I did! Thank You! I can't wait for fall.""",b'2014-08-21',b'IN LOVE',b'R12K1VJ8Q8ZQJL',5,1,1,1
b'41754345',2,b'US',b'Shoes',b'B002BWOUMY',b'979865155',"b""FitFlop Women's Mukluk Boot""","b'Amazon sent me a 25% off boots and shoes cyber monday email, reflected the savings at checkout, and then proceeded to overcharge me by $37. They were NOT going to honor the discount or the price until they checked my confirmation email, which gave the grand total as the price I had agreed to pay in the first place. (since there was no code, it was just \\\\""discount given at checkout\\\\"" when you open amazon through the email) Supposedly they will refund the money they STOLE from me sometime next week. I will edit my review if this happens. Cute or not, they will go BACK and I will call my bank ASAP if the situation is not handled. They have no right to keep money I DID NOT AGREE TO PAY. And saying it hasn\'t been charged yet, while the hold is on my account, is the same thing as far as I\'m concerned. They stole my money. I want it back. NOW.<br /><br />Update-money refunded. Boots cute and warm but construction is bordering on shoddy.'",b'2010-12-01',b'already dissappointed',b'R2XJ19PFRMOMDH',3,10,0,1
b'48396325',0,b'US',b'Shoes',b'B00394ES8E',b'110604844',"b""Capezio Women's N625 Jr. Tyette Tap Shoe""","b""The shoes fit just as I thought.  Maybe a little big but not big enough that she couldn't wear them.  Thanks!!""",b'2013-09-12',b'Capezio Shoes',b'R2KFWKOQ0P4JRD',5,0,0,1
